helper,projectile_id,visual_selector,file,line,args_count,speed,radius_or_flags,count,spread
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,310,9,dVar23,in_stack_fffffffffffffe50,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,321,9,dVar23 + dVar5,in_stack_fffffffffffffe50,,
FUN_14006c2f0,13,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,341,9,dVar22,"CONCAT44(uVar28,1)",,
FUN_14006c2f0,12,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,345,9,dVar22 + DAT_140539f68,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140034e90_FUN_140034e90.c,223,9,dVar25,in_stack_fffffffffffffe68._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140034e90_FUN_140034e90.c,247,9,dVar25,in_stack_fffffffffffffe68._8_8_,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140034e90_FUN_140034e90.c,398,11,dVar26,in_stack_fffffffffffffe68._8_8_,uVar15,0x10000
FUN_14006c2f0,4,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140034e90_FUN_140034e90.c,471,9,DAT_14053a218,in_stack_fffffffffffffe68._8_8_,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,359,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,361,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,362,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,368,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,369,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,371,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,372,2,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,416,9,dVar27,"CONCAT44(uVar46,1)",,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,418,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,420,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,421,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,447,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,448,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,450,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,451,2,,,,
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,520,2,,,,
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,529,2,,,,
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,743,2,,,,
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,781,2,,,,
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,828,2,,,,
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,866,2,,,,
FUN_1400709b0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,915,2,,,,
FUN_1400709b0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,916,2,,,,
FUN_1400709b0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,918,2,,,,
FUN_1400709b0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,919,2,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,950,2,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,951,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1054,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1055,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1057,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1058,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1096,2,,,,
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1512,11,dVar31,"CONCAT44(uVar43,1)",iVar11,iVar4
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1518,2,,,,
FUN_1400709b0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1649,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1756,11,"CONCAT44(uVar46,uVar43)",1,local_res20,24000
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1758,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1766,11,"CONCAT44(uVar46,uVar43)",1,local_res20 - 1U,"(int)(24000 / (ulonglong)(local_res20 - 1U)) * (local_res20 + -2) &
                            0xffff"
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1770,2,,,,
FUN_14006c2f0,5,40,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1813,2,,,,
FUN_14006c2f0,5,40,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140038190_FUN_140038190.c,1827,2,,,,
FUN_1400709b0,2,9,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008a970_FUN_14008a970.c,210,11,dVar15 + dVar2,"CONCAT44(uVar23,1)",iVar5 - 1U,(int)(20000 / (ulonglong)(iVar5 - 1U)) * (iVar5 + -2) & 0xffff
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008a970_FUN_14008a970.c,214,11,dVar15,1,iVar5,20000
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14000ed10_FUN_14000ed10.c,248,3,,,,
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14000ed10_FUN_14000ed10.c,550,3,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14000ed10_FUN_14000ed10.c,552,3,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14000ed10_FUN_14000ed10.c,579,3,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14000ed10_FUN_14000ed10.c,581,3,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,126,11,dVar20,1,2,iVar10
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,129,11,dVar20 + DAT_140539fe8,1,2,iVar10
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,143,11,dVar20 - dVar6,1,2,iVar10
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,146,11,dVar20 + dVar6,1,2,iVar10
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,179,9,"CONCAT44(uVar27,uVar25)",1,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ab110_FUN_1400ab110.c,187,9,dVar3,1,,
FUN_14006c2f0,10,53,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,315,9,dVar24 - (double)iVar8 * dVar26,1,,
FUN_14006c2f0,10,54,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,323,9,dVar24 - (double)iVar8 * dVar26,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,340,9,DAT_14053a178,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,343,9,uVar1,1,,
FUN_14006c2f0,3,8,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,415,9,uVar1,1,,
FUN_14006c2f0,2,8,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,437,9,uVar1,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,575,9,uVar1,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,583,9,uVar2,1,,
FUN_14006c2f0,2,55,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,622,9,dVar24,1,,
FUN_14006c2f0,2,55,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,638,9,dVar24,1,,
FUN_14006c2f0,13,11,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,663,9,DAT_14053a138,"CONCAT44(uVar33,1)",,
FUN_14006c2f0,13,11,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,666,9,DAT_14053a208,1,,
FUN_14006c2f0,13,11,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,667,9,uVar1,1,,
FUN_14006c2f0,13,11,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400ef010_FUN_1400ef010.c,668,9,uVar2,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140033070_FUN_140033070.c,188,9,"CONCAT44(uVar32,uVar16)",in_stack_fffffffffffffe68._8_8_,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140033070_FUN_140033070.c,203,9,"CONCAT44(uVar32,uVar16)",in_stack_fffffffffffffe68._8_8_,,
FUN_14006c2f0,15,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140033070_FUN_140033070.c,749,9,"CONCAT44(uVar33,uVar31)",auVar55._8_8_,,
FUN_14006c2f0,15,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140033070_FUN_140033070.c,756,9,"(double)CONCAT44(uVar33,uVar31) + DAT_140539f68",auVar56._8_8_,,
FUN_14006c2f0,3,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e9e20_FUN_1400e9e20.c,412,4,,,,
FUN_14006c2f0,5,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e9e20_FUN_1400e9e20.c,427,4,,,,
FUN_1400709b0,4,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e9e20_FUN_1400e9e20.c,475,4,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,789,2,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,796,2,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,806,2,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,825,2,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,832,2,,,,
FUN_1400709b0,4,10,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,841,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,928,11,dVar38,auVar52._8_8_,uVar101,uVar28
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,939,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,949,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,970,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,978,2,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,987,2,,,,
FUN_14006c2f0,3,33,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1252,2,,,,
FUN_14006c2f0,3,33,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1266,2,,,,
FUN_14006c2f0,3,34,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1285,2,,,,
FUN_14006c2f0,3,34,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1300,2,,,,
FUN_14006c2f0,19,35,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1440,9,dVar31,auVar52._8_8_,,
FUN_14006c2f0,19,35,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1455,3,,,,
FUN_14006c2f0,19,36,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1470,2,,,,
FUN_14006c2f0,19,36,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1485,2,,,,
FUN_14006c2f0,3,34,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1610,2,,,,
FUN_14006c2f0,3,34,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1623,2,,,,
FUN_14006c2f0,3,33,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1642,2,,,,
FUN_14006c2f0,3,33,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,1657,2,,,,
FUN_14006c2f0,12,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2038,9,dVar34,auVar52._8_8_,,
FUN_14006c2f0,12,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2054,2,,,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2085,2,,,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2100,2,,,,
FUN_1400709b0,19,38,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2193,11,dVar34,auVar96._8_8_,uVar46,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2205,2,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14002d2f0_FUN_14002d2f0.c,2230,2,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400acd20_FUN_1400acd20.c,160,11,dVar15,"CONCAT44(uVar21,1)",uVar6,uVar4
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400acd20_FUN_1400acd20.c,164,11,in_stack_fffffffffffffef8,1,iVar5,0x8000
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400acd20_FUN_1400acd20.c,168,11,dVar15 + DAT_140539fe8,1,uVar6,uVar4
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400acd20_FUN_1400acd20.c,173,11,in_stack_fffffffffffffef8,1,iVar5,0x8000
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e6f70_FUN_1400e6f70.c,297,11,dVar27 - DAT_140539f68,auVar34._8_8_,uVar14,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e6f70_FUN_1400e6f70.c,311,11,dVar27,in_stack_fffffffffffffef8._8_8_,uVar14,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e6f70_FUN_1400e6f70.c,465,11,dVar26,in_stack_fffffffffffffef8._8_8_,iVar1,iVar16
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e6f70_FUN_1400e6f70.c,480,11,dVar24,in_stack_fffffffffffffef8._8_8_,iVar20 + iVar19,iVar11
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140045080_FUN_140045080.c,154,11,dVar17 + DAT_140539f10,auVar27._8_8_,iVar10 + -1,iVar10 * 0x168 + -0x2d0
FUN_1400709b0,4,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140045080_FUN_140045080.c,285,11,dVar17 - dVar5,in_stack_fffffffffffffea8._8_8_,iVar11,0x10000
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082090_FUN_140082090.c,241,9,dVar21,1,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082090_FUN_140082090.c,243,9,dVar21 + DAT_140539ee0,1,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082090_FUN_140082090.c,246,9,dVar21 + DAT_140539fc8,1,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082090_FUN_140082090.c,248,9,dVar21 + _DAT_140539fe0,1,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082090_FUN_140082090.c,262,11,"(dVar19 + (double)CONCAT44(uVar24,uVar23)) - (double)iVar12 * dVar21",1,2,iVar15
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400483e0_FUN_1400483e0.c,133,11,DAT_14053a218,1,4,iVar5
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,228,11,"CONCAT44(uVar18,uVar17)",auVar37._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,237,11,"CONCAT44(uVar18,uVar17)",in_stack_ffffffffffffff08._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,248,11,dVar2,auVar40._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,256,11,dVar2,in_stack_ffffffffffffff08._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,277,11,"CONCAT44(uVar18,uVar17)",in_stack_ffffffffffffff08._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,286,11,dVar14,auVar46._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,293,11,dVar14,auVar48._8_8_,iVar12,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400941d0_FUN_1400941d0.c,300,11,dVar14,in_stack_ffffffffffffff08._8_8_,iVar12,iVar11
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140043fa0_FUN_140043fa0.c,164,9,dVar17,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140043fa0_FUN_140043fa0.c,219,9,dVar17,in_stack_fffffffffffffe98._8_8_,,
